experiment,run,scenario,file_size_bytes,chunk_size_bytes,window_size,timeout_s,max_retries,delay_mean_ms,delay_std_ms,loss_probability,original_data_packets,total_data_packets,retransmitted_packets,ack_packets_sent,ack_packets_received,data_packets_lost,ack_packets_lost,useful_data_bytes,data_bytes_sent,ack_bytes_sent,total_bytes_sent,duration_s,throughput_bps,network_throughput_bps,mean_rtt_s,efficiency_ratio
window_sensitivity,27,A,524288,1024,1,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,10.239999999999826,51200.000000000866,53200.0000000009,0.01999999999999966,0.5
window_sensitivity,27,B,524288,1024,1,1.0,100,50,0.0,0.1,512,623,111,565,512,58,53,524288,637952,22600,660552,162.20000000000087,3232.355117139317,4072.4537607891275,0.10000000000000168,0.43097643097643096
window_sensitivity,27,C,524288,1024,1,1.0,100,100,0.0,0.2,512,776,264,630,512,146,118,524288,794624,25200,819824,366.40000000000396,1430.91703056767,2237.5109170305436,0.20000000000000773,0.36415362731152207
window_sensitivity,28,A,524288,1024,1,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,10.239999999999826,51200.000000000866,53200.0000000009,0.01999999999999966,0.5
window_sensitivity,28,B,524288,1024,1,1.0,100,50,0.0,0.1,512,637,125,570,512,67,58,524288,652288,22800,675088,176.2000000000022,2975.5278093075676,3831.373439273505,0.10000000000000431,0.424192212096106
window_sensitivity,28,C,524288,1024,1,1.0,100,100,0.0,0.2,512,771,259,632,512,139,120,524288,789504,25280,814784,361.4000000000045,1450.7138904261026,2254.5213060320693,0.20000000000000878,0.3649322879543835
window_sensitivity,29,A,524288,1024,1,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,10.239999999999826,51200.000000000866,53200.0000000009,0.01999999999999966,0.5
window_sensitivity,29,B,524288,1024,1,1.0,100,50,0.0,0.1,512,620,108,558,512,62,46,524288,634880,22320,657200,159.20000000000078,3293.2663316582752,4128.140703517568,0.10000000000000152,0.43463497453310695
window_sensitivity,29,C,524288,1024,1,1.0,100,100,0.0,0.2,512,839,327,642,512,197,130,524288,859136,25680,884816,429.4000000000073,1220.9781089892665,2060.586865393537,0.2000000000000143,0.3457123565158677
window_sensitivity,30,A,524288,1024,1,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,10.239999999999826,51200.000000000866,53200.0000000009,0.01999999999999966,0.5
window_sensitivity,30,B,524288,1024,1,1.0,100,50,0.0,0.1,512,633,121,570,512,63,58,524288,648192,22800,670992,172.2000000000009,3044.645760743306,3896.585365853638,0.10000000000000175,0.4256026600166251
window_sensitivity,30,C,524288,1024,1,1.0,100,100,0.0,0.2,512,791,279,632,512,159,120,524288,809984,25280,835264,381.4000000000048,1374.6407970634332,2189.9947561614827,0.20000000000000942,0.35980323260716796
window_sensitivity,1,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,1,B,524288,1024,2,1.0,100,50,0.0,0.1,512,642,130,577,514,65,63,524288,657408,23080,680488,93.19999999999908,5625.407725321944,7301.373390558012,0.1157587548638096,0.4200164068908942
window_sensitivity,1,C,524288,1024,2,1.0,100,100,0.0,0.2,512,810,298,640,517,170,123,524288,829440,25600,855040,207.9999999999977,2520.6153846154125,4110.769230769276,0.26317829457363473,0.35310344827586204
window_sensitivity,2,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,2,B,524288,1024,2,1.0,100,50,0.0,0.1,512,626,114,567,511,59,56,524288,641024,22680,663704,84.69999999999911,6189.940968122852,7835.938606847781,0.11389432485322547,0.4291701592623638
window_sensitivity,2,C,524288,1024,2,1.0,100,100,0.0,0.2,512,821,309,655,518,166,137,524288,840704,26200,866904,214.79999999999774,2440.819366852912,4035.865921787752,0.25559845559844696,0.34688346883468835
window_sensitivity,3,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,3,B,524288,1024,2,1.0,100,50,0.0,0.1,512,642,130,571,525,71,46,524288,657408,22840,680248,93.09999999999913,5631.450053705746,7306.638023630573,0.11676190476190132,0.4220939818631492
window_sensitivity,3,C,524288,1024,2,1.0,100,100,0.0,0.2,512,778,266,633,500,145,133,524288,796672,25320,821992,192.79999999999774,2719.336099585094,4263.44398340254,0.2527999999999917,0.3628632175761871
window_sensitivity,4,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,4,B,524288,1024,2,1.0,100,50,0.0,0.1,512,637,125,573,519,64,54,524288,652288,22920,675208,91.19999999999894,5748.771929824628,7403.596491228156,0.1236994219653139,0.4231404958677686
window_sensitivity,4,C,524288,1024,2,1.0,100,100,0.0,0.2,512,822,310,656,515,166,141,524288,841728,26240,867968,214.19999999999783,2447.656395891715,4052.138188608818,0.2609708737863996,0.34641407307171856
window_sensitivity,5,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,5,B,524288,1024,2,1.0,100,50,0.0,0.1,512,628,116,568,502,60,66,524288,643072,22720,665792,85.99999999999916,6096.372093023315,7741.76744186054,0.11035856573704861,0.4280936454849498
window_sensitivity,5,C,524288,1024,2,1.0,100,100,0.0,0.2,512,784,272,626,500,158,126,524288,802816,25040,827856,196.19999999999786,2672.212028542333,4219.44954128445,0.25290581162323866,0.36312056737588655
window_sensitivity,6,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,6,B,524288,1024,2,1.0,100,50,0.0,0.1,512,631,119,567,509,64,58,524288,646144,22680,668824,88.39999999999912,5930.859728506846,7565.882352941251,0.11650294695480996,0.4273789649415693
window_sensitivity,6,C,524288,1024,2,1.0,100,100,0.0,0.2,512,804,292,643,516,161,127,524288,823296,25720,849016,205.99999999999778,2545.087378640804,4121.436893203928,0.2593023255813871,0.3538355217691776
window_sensitivity,7,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,7,B,524288,1024,2,1.0,100,50,0.0,0.1,512,624,112,566,518,58,48,524288,638976,22640,661616,83.49999999999918,6278.898203592877,7923.5449101797185,0.11216216216215887,0.43025210084033616
window_sensitivity,7,C,524288,1024,2,1.0,100,100,0.0,0.2,512,798,286,644,520,154,124,524288,817152,25760,842912,202.19999999999771,2592.9179030663004,4168.704253214686,0.2603846153846072,0.3550624133148405
window_sensitivity,8,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,8,B,524288,1024,2,1.0,100,50,0.0,0.1,512,641,129,573,519,68,54,524288,656384,22920,679304,93.19999999999912,5625.407725321941,7288.669527897065,0.13429672447013138,0.42174629324546953
window_sensitivity,8,C,524288,1024,2,1.0,100,100,0.0,0.2,512,798,286,639,518,159,121,524288,817152,25560,842712,201.79999999999785,2598.057482656123,4175.976214073385,0.26949806949806093,0.3562978427279054
window_sensitivity,9,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,9,B,524288,1024,2,1.0,100,50,0.0,0.1,512,658,146,585,526,73,59,524288,673792,23400,697192,100.69999999999891,5206.434955312867,6923.455809334732,0.12148288973383606,0.41190667739340303
window_sensitivity,9,C,524288,1024,2,1.0,100,100,0.0,0.2,512,782,270,632,513,150,119,524288,800768,25280,826048,194.79999999999808,2691.4168377823676,4240.4928131417255,0.24834307992201976,0.3620933521923621
window_sensitivity,10,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,10,B,524288,1024,2,1.0,100,50,0.0,0.1,512,622,110,563,506,59,57,524288,636928,22520,659448,83.49999999999912,6278.89820359288,7897.580838323436,0.12075098814228918,0.4320675105485232
window_sensitivity,10,C,524288,1024,2,1.0,100,100,0.0,0.2,512,830,318,651,529,179,122,524288,849920,26040,875960,218.39999999999787,2400.586080586104,4010.8058608059,0.26011342155008615,0.3457123565158677
window_sensitivity,11,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
window_sensitivity,11,B,524288,1024,2,1.0,100,50,0.0,0.1,512,648,136,576,519,72,57,524288,663552,23040,686592,95.79999999999903,5472.734864300682,7166.931106471889,0.12447013487475542,0.41830065359477125
window_sensitivity,11,C,524288,1024,2,1.0,100,100,0.0,0.2,512,790,278,636,502,154,134,524288,808960,25440,834400,197.5999999999978,2653.2793522267502,4222.6720647773745,0.24262948207170512,0.3590462833099579
window_sensitivity,12,A,524288,1024,2,1.0,100,10,0.0,0.0,512,512,0,512,512,0,0,524288,524288,20480,544768,5.119999999999935,102400.0000000013,106400.00000000134,0.019999999999999747,0.5
